,ChampionName,ChampionLevel,Lane,Kills,Deaths,Assists,Gold_Earned,Total_Minions_Killed,Total_damages_to_champs,Win/Lose,TeamBaronKills,FirstBloodAssist,FirstBloodKill,FirstTowerAssist,FirstTowerKill,InhibitorKills,InhibitorTakedowns,InhibitorsLost,TurretPlatesTaken,TotalDamageDealtToChampions_Percentage,Date
77,Soraka,11,BOTTOM,1,2,5,5877,11,4963,False,0,False,False,False,False,0,0,1,1,8.55,4/12/2022
78,Soraka,13,BOTTOM,2,8,15,7720,8,6978,False,0,False,False,False,False,0,0,1,2,7.08,4/12/2022
79,Soraka,15,BOTTOM,0,5,25,8753,10,7529,False,0,False,False,False,False,0,0,2,3,7.12,4/12/2022
80,Sona,13,BOTTOM,7,6,11,10414,16,10152,True,1,False,False,False,False,0,2,0,0,15.3,4/12/2022
81,Yuumi,14,BOTTOM,0,12,10,8162,3,7724,False,1,False,False,False,False,0,0,1,0,5.94,4/12/2022
82,Soraka,11,BOTTOM,1,7,7,5961,20,6177,False,0,False,False,False,False,0,0,1,2,9.85,4/12/2022
83,Akshan,17,MIDDLE,14,12,9,16938,160,39856,False,1,False,False,True,False,0,0,1,2,28.12,4/12/2022
84,Soraka,12,BOTTOM,6,3,15,8590,23,4583,True,1,True,False,False,False,0,1,0,2,8.14,4/12/2022
85,Soraka,12,BOTTOM,2,4,16,7744,20,4064,True,1,False,False,False,False,0,0,0,5,5.04,4/12/2022
86,Soraka,13,JUNGLE,0,3,17,8464,9,5521,True,2,True,False,True,False,0,4,0,1,6.93,4/12/2022
87,Senna,13,BOTTOM,3,13,18,9920,62,13157,False,0,False,False,False,False,0,0,1,2,18.05,4/12/2022
88,Soraka,12,BOTTOM,1,6,11,7021,28,6592,False,0,False,False,False,False,0,0,2,2,11.95,4/12/2022
89,Soraka,10,BOTTOM,0,5,1,4260,19,2065,False,0,False,False,False,False,0,0,2,1,5.52,4/12/2022
90,Senna,14,BOTTOM,8,11,14,13009,25,23853,True,2,False,True,False,False,0,1,0,4,19.96,4/12/2022
91,Soraka,10,NONE,3,0,9,6005,11,3255,True,0,False,False,False,False,0,1,0,2,7.52,4/12/2022
92,Soraka,12,BOTTOM,0,6,12,6921,20,4655,False,0,False,False,False,False,0,0,1,0,6.15,4/12/2022
93,Senna,16,JUNGLE,3,8,17,12517,46,12840,True,2,False,False,False,True,0,1,0,5,10.1,4/12/2022
94,Soraka,11,BOTTOM,0,0,6,5516,6,3184,True,1,False,False,True,False,0,0,0,2,6.66,4/12/2022
95,Soraka,12,BOTTOM,0,6,7,6207,14,3787,False,0,False,False,False,False,0,0,1,0,6.91,4/12/2022
96,Soraka,10,BOTTOM,2,3,4,5496,8,4123,False,0,False,False,False,False,0,0,0,0,11.46,4/12/2022
97,Sona,12,MIDDLE,0,6,16,6339,14,4839,False,0,False,False,False,False,0,0,3,2,9.13,4/11/2022
98,Soraka,9,NONE,1,1,16,6838,19,3438,True,0,False,True,False,False,0,1,0,6,5.79,4/11/2022
99,Sona,12,BOTTOM,0,2,7,6733,21,4555,False,0,False,False,False,False,0,0,1,3,7.71,4/11/2022
