,ChampionName,ChampionLevel,Lane,Kills,Deaths,Assists,Gold_Earned,Total_Minions_Killed,Total_damages_to_champs,Win/Lose,TeamBaronKills,FirstBloodAssist,FirstBloodKill,FirstTowerAssist,FirstTowerKill,InhibitorKills,InhibitorTakedowns,InhibitorsLost,TurretPlatesTaken,TotalDamageDealtToChampions_Percentage,Date
50,Ashe,11,NONE,3,2,4,7604,137,10226,True,0,False,False,False,False,0,0,0,1,21.37,4/6/2022
51,Lux,13,MIDDLE,7,1,6,10435,152,14960,True,0,False,False,False,False,0,0,0,1,23.98,4/6/2022
52,Lux,15,BOTTOM,9,1,9,13722,189,23416,True,1,False,False,False,False,1,2,0,4,30.41,4/6/2022
53,Lux,17,MIDDLE,15,5,14,16301,180,33633,True,1,False,False,False,False,0,1,0,4,33.72,4/6/2022
54,Lux,14,BOTTOM,3,5,13,10816,171,13829,True,1,False,False,False,False,1,1,0,3,15.51,4/6/2022
55,Ziggs,14,BOTTOM,1,1,5,10180,225,11105,False,0,False,False,False,True,0,0,0,1,23.71,4/6/2022
56,Ziggs,15,BOTTOM,9,3,8,13498,214,22789,False,0,False,False,False,False,0,0,3,1,32.55,4/6/2022
57,Lux,14,MIDDLE,11,1,5,12102,180,17623,True,0,False,False,False,False,0,0,0,0,29.78,4/6/2022
58,Lux,14,MIDDLE,2,6,8,10224,177,15454,False,0,False,False,False,False,0,0,1,0,21.89,4/5/2022
59,Lux,14,MIDDLE,6,3,7,12132,184,23501,False,0,False,False,False,False,0,0,0,4,32.03,4/5/2022
60,Lux,14,MIDDLE,6,2,2,11821,190,16287,True,1,False,False,False,False,1,2,0,2,32.9,4/5/2022
61,Lux,17,MIDDLE,7,6,8,16069,261,29544,False,1,False,True,False,False,0,0,1,1,27.81,4/5/2022
62,Lux,15,MIDDLE,12,2,10,14218,155,26947,True,0,False,False,False,False,0,2,0,5,27.82,4/5/2022
63,Xerath,13,MIDDLE,3,3,3,9606,179,25480,False,0,False,False,False,False,0,0,2,0,33.62,4/5/2022
64,Lux,15,MIDDLE,8,6,3,14563,217,19735,False,0,False,False,False,False,0,0,2,0,21.62,4/5/2022
65,Ashe,17,BOTTOM,6,10,11,14388,228,25876,True,1,False,False,False,False,0,2,0,0,17.17,4/4/2022
66,Karma,10,BOTTOM,2,1,8,6970,11,7249,True,1,True,False,True,False,0,3,0,3,15.14,4/2/2022
67,Yuumi,11,BOTTOM,2,2,7,7904,3,6805,True,1,False,True,True,False,0,1,0,5,9.67,4/2/2022
68,Lulu,16,BOTTOM,0,5,24,10194,35,3102,True,2,False,False,False,False,0,2,0,2,3.4,4/2/2022
69,Janna,11,BOTTOM,1,5,14,6560,8,3560,True,0,False,False,True,False,0,1,0,1,5.3,4/2/2022
70,Lux,13,BOTTOM,4,1,17,10761,36,18081,True,1,False,True,False,False,0,2,0,3,21.86,4/2/2022
71,Janna,7,NONE,2,3,2,4095,13,3336,False,0,False,False,False,False,0,0,0,0,14.6,4/2/2022
72,Janna,10,NONE,0,1,8,5429,10,3143,True,0,False,False,True,False,0,0,0,3,9.41,4/2/2022
73,Lux,7,NONE,0,8,5,4491,5,5509,False,0,False,False,False,False,0,0,0,2,16.4,4/1/2022
74,Lux,12,BOTTOM,0,1,1,9106,211,13032,False,0,False,False,False,False,0,0,3,3,36.09,4/1/2022
75,Lux,13,BOTTOM,4,5,9,10061,137,16638,True,1,False,False,False,False,0,0,0,0,20.65,4/1/2022
76,Lux,14,MIDDLE,4,5,7,9944,167,19000,False,0,False,False,False,False,0,0,1,1,31.25,4/1/2022
77,MonkeyKing,15,TOP,5,6,8,10855,178,15296,True,1,False,False,False,False,1,1,0,1,18.56,3/31/2022
78,Trundle,18,JUNGLE,5,9,17,16092,108,26589,True,0,False,False,False,False,1,1,1,0,16.1,3/31/2022
79,Taliyah,15,JUNGLE,5,10,12,12262,40,15967,True,1,False,False,False,False,1,1,0,0,17.14,3/31/2022
80,Sejuani,13,JUNGLE,7,2,12,9781,11,16386,True,0,False,False,False,False,0,2,0,1,16.13,3/31/2022
81,Hecarim,13,JUNGLE,4,4,12,9364,21,10118,True,0,False,False,False,False,0,0,0,0,15.03,3/30/2022
